"","sample.no","year","date","sanctuary","status","site.new","complexity","algal.cover","size.class","count"
"1497",1497,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",4,3,"legal",1
"1498",1498,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",4,3,"legal",2
"1499",1499,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",3,1,"legal",0
"1500",1500,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",4,1,"legal",0
"1501",1501,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",3,3,"legal",1
"1502",1502,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",4,3,"legal",3
"1503",1503,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",1,3,"legal",0
"1504",1504,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",1,3,"legal",0
"1505",1505,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",3,3,"legal",0
"1506",1506,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",4,1,"legal",1
"1507",1507,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",3,3,"legal",0
"1508",1508,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",4,3,"legal",1
"1509",1509,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",4,1,"legal",0
"1510",1510,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",4,3,"legal",2
"1511",1511,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",2,3,"legal",1
"1512",1512,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",4,3,"legal",0
"1513",1513,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",3,3,"legal",0
"1514",1514,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",2,1,"legal",0
"1515",1515,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",3,3,"legal",0
"1516",1516,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",3,1,"legal",0
"1517",1517,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",3,3,"legal",0
"1518",1518,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",2,3,"legal",0
"1519",1519,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",3,2,"legal",0
"1520",1520,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",0,1,"legal",0
"1521",1521,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",3,1,"legal",0
"1522",1522,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",2,3,"legal",0
"1523",1523,2018,2018-01-25,"Parker Point","No-take","Little Salmon.No-take",2,3,"legal",1
"1524",1524,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,3,"legal",0
"1525",1525,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,1,"legal",0
"1526",1526,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"legal",0
"1527",1527,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,3,"legal",0
"1528",1528,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"legal",0
"1529",1529,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"legal",0
"1530",1530,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"legal",0
"1531",1531,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",0
"1532",1532,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"legal",0
"1533",1533,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",0
"1534",1534,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",0
"1535",1535,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,3,"legal",0
"1536",1536,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",0
"1537",1537,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,2,"legal",0
"1538",1538,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,2,"legal",0
"1539",1539,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,2,"legal",0
"1540",1540,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",0
"1541",1541,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,2,"legal",0
"1542",1542,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,3,"legal",0
"1543",1543,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"legal",0
"1544",1544,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,3,"legal",0
"1545",1545,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,3,"legal",0
"1546",1546,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",2
"1547",1547,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",0
"1548",1548,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"legal",0
"1549",1549,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",0
"1550",1550,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"legal",0
"1551",1551,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,1,"legal",0
"1552",1552,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"legal",0
"1553",1553,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",0
"1554",1554,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"legal",2
"1555",1555,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,1,"legal",0
"1556",1556,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",4
"1557",1557,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,3,"legal",0
"1558",1558,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"legal",0
"1559",1559,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"legal",3
"1560",1560,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"legal",0
"1561",1561,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",0
"1562",1562,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"legal",0
"1563",1563,2018,2018-01-25,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",0
"1564",1564,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",2,1,"legal",3
"1565",1565,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",2,1,"legal",0
"1566",1566,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",1,0,"legal",1
"1567",1567,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",2,1,"legal",1
"1568",1568,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,1,"legal",2
"1569",1569,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,1,"legal",0
"1570",1570,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,1,"legal",3
"1571",1571,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",2,3,"legal",0
"1572",1572,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",2,3,"legal",0
"1573",1573,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",1,3,"legal",0
"1574",1574,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",3,3,"legal",0
"1575",1575,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,3,"legal",0
"1576",1576,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",2,3,"legal",0
"1577",1577,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,3,"legal",0
"1578",1578,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",2,3,"legal",0
"1579",1579,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,3,"legal",1
"1580",1580,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",3,3,"legal",0
"1581",1581,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,3,"legal",0
"1582",1582,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",2,0,"legal",0
"1583",1583,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",3,3,"legal",0
"1584",1584,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",2,1,"legal",0
"1585",1585,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,1,"legal",0
"1586",1586,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,3,"legal",3
"1587",1587,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,3,"legal",0
"1588",1588,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,1,"legal",0
"1589",1589,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",3,3,"legal",0
"1590",1590,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",3,1,"legal",0
"1591",1591,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",2,3,"legal",0
"1592",1592,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",2,3,"legal",1
"1593",1593,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",3,3,"legal",0
"1594",1594,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",2,3,"legal",0
"1595",1595,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,3,"legal",0
"1596",1596,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",1,3,"legal",0
"1597",1597,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",3,3,"legal",0
"1598",1598,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",3,3,"legal",1
"1599",1599,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",3,3,"legal",0
"1600",1600,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",2,2,"legal",0
"1601",1601,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,3,"legal",1
"1602",1602,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,3,"legal",1
"1603",1603,2018,2018-01-26,"Parker Point","No-take","Parker Point.No-take",4,3,"legal",0
"1604",1604,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",4,3,"legal",0
"1605",1605,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",4,1,"legal",0
"1606",1606,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",3,3,"legal",0
"1607",1607,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",3,3,"legal",0
"1608",1608,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",3,3,"legal",0
"1609",1609,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",2,3,"legal",1
"1610",1610,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",1,3,"legal",0
"1611",1611,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",2,3,"legal",0
"1612",1612,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",1,3,"legal",0
"1613",1613,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",4,3,"legal",0
"1614",1614,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",2,1,"legal",0
"1615",1615,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",4,3,"legal",1
"1616",1616,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",4,2,"legal",0
"1617",1617,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",2,3,"legal",0
"1618",1618,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",2,2,"legal",0
"1619",1619,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",3,3,"legal",0
"1620",1620,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",3,3,"legal",0
"1621",1621,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",1,3,"legal",0
"1622",1622,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",3,3,"legal",0
"1623",1623,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",4,3,"legal",0
"1624",1624,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",1,3,"legal",0
"1625",1625,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",3,1,"legal",0
"1626",1626,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",1,3,"legal",0
"1627",1627,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",4,1,"legal",2
"1628",1628,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",3,2,"legal",0
"1629",1629,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",2,3,"legal",0
"1630",1630,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",2,3,"legal",0
"1631",1631,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",1,1,"legal",0
"1632",1632,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",1,3,"legal",1
"1633",1633,2018,2018-01-26,"Parker Point","Fished","Fairbridge.Fished",1,3,"legal",0
"1634",1634,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",1,3,"legal",0
"1635",1635,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",4,2,"legal",0
"1636",1636,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",1,1,"legal",0
"1637",1637,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",3,3,"legal",0
"1638",1638,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",2,2,"legal",0
"1639",1639,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",3,3,"legal",0
"1640",1640,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",4,3,"legal",0
"1641",1641,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",3,2,"legal",0
"1642",1642,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",4,3,"legal",0
"1643",1643,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",2,3,"legal",0
"1644",1644,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",2,1,"legal",0
"1645",1645,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",3,1,"legal",0
"1646",1646,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",1,0,"legal",0
"1647",1647,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",2,3,"legal",1
"1648",1648,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",2,0,"legal",0
"1649",1649,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",3,3,"legal",0
"1650",1650,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",1,1,"legal",0
"1651",1651,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",1,3,"legal",0
"1652",1652,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",4,4,"legal",0
"1653",1653,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",2,0,"legal",0
"1654",1654,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",1,2,"legal",0
"1655",1655,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",2,3,"legal",0
"1656",1656,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",2,3,"legal",0
"1657",1657,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",1,3,"legal",0
"1658",1658,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",3,3,"legal",0
"1659",1659,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",4,3,"legal",0
"1660",1660,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",4,3,"legal",0
"1661",1661,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",1,3,"legal",0
"1662",1662,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",3,3,"legal",0
"1663",1663,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",2,2,"legal",0
"1664",1664,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",2,3,"legal",0
"1665",1665,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",2,3,"legal",0
"1666",1666,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",4,2,"legal",0
"1667",1667,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",3,3,"legal",0
"1668",1668,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",4,3,"legal",0
"1669",1669,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",4,3,"legal",0
"1670",1670,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",4,2,"legal",0
"1671",1671,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",4,1,"legal",0
"1672",1672,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",2,1,"legal",0
"1673",1673,2018,2018-01-26,"Green Island","Fished","West Salmon.Fished",2,2,"legal",0
"1674",1674,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",2,1,"legal",0
"1675",1675,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",1,3,"legal",0
"1676",1676,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",2,1,"legal",0
"1677",1677,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",4,3,"legal",0
"1678",1678,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",2,3,"legal",1
"1679",1679,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",4,3,"legal",0
"1680",1680,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",1,3,"legal",0
"1681",1681,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",2,3,"legal",0
"1682",1682,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",3,3,"legal",0
"1683",1683,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",3,2,"legal",0
"1684",1684,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"legal",0
"1685",1685,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",2,1,"legal",0
"1686",1686,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"legal",0
"1687",1687,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",2,1,"legal",0
"1688",1688,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"legal",0
"1689",1689,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",4,1,"legal",0
"1690",1690,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",1,1,"legal",0
"1691",1691,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",2,2,"legal",0
"1692",1692,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",4,1,"legal",0
"1693",1693,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",2,2,"legal",0
"1694",1694,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",2,3,"legal",0
"1695",1695,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",3,3,"legal",0
"1696",1696,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"legal",2
"1697",1697,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",2,3,"legal",0
"1698",1698,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",3,3,"legal",1
"1699",1699,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",2,1,"legal",0
"1700",1700,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",4,3,"legal",0
"1701",1701,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",3,2,"legal",0
"1702",1702,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",3,3,"legal",0
"1703",1703,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",3,2,"legal",0
"1704",1704,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",4,1,"legal",0
"1705",1705,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",2,1,"legal",0
"1706",1706,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",4,1,"legal",0
"1707",1707,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",2,1,"legal",0
"1708",1708,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",4,1,"legal",3
"1709",1709,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"legal",0
"1710",1710,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"legal",1
"1711",1711,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"legal",0
"1712",1712,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",4,1,"legal",0
"1713",1713,2018,2018-01-27,"Armstrong Bay","Fished","Ricey Beach.Fished",4,3,"legal",1
"1714",1714,2018,2018-01-28,"Green Island","Fished","Strickland Bay.Fished",3,1,"legal",0
"1715",1715,2018,2018-01-29,"Green Island","Fished","Strickland Bay.Fished",3,1,"legal",0
"1716",1716,2018,2018-01-30,"Green Island","Fished","Strickland Bay.Fished",3,1,"legal",0
"1717",1717,2018,2018-01-31,"Green Island","Fished","Strickland Bay.Fished",3,2,"legal",0
"1718",1718,2018,2018-02-01,"Green Island","Fished","Strickland Bay.Fished",3,3,"legal",0
"1719",1719,2018,2018-02-02,"Green Island","Fished","Strickland Bay.Fished",2,2,"legal",1
"1720",1720,2018,2018-02-03,"Green Island","Fished","Strickland Bay.Fished",1,0,"legal",0
"1721",1721,2018,2018-02-04,"Green Island","Fished","Strickland Bay.Fished",2,1,"legal",0
"1722",1722,2018,2018-02-05,"Green Island","Fished","Strickland Bay.Fished",2,1,"legal",0
"1723",1723,2018,2018-02-06,"Green Island","Fished","Strickland Bay.Fished",1,1,"legal",0
"1724",1724,2018,2018-02-07,"Green Island","Fished","Strickland Bay.Fished",3,3,"legal",1
