"sample.no","complexity","algal.cover","year.x","","sanctuary","status","site.new","year.y"
1,0,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
2,2,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
3,4,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
4,1,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
5,4,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
6,2,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
7,2,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
8,2,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
9,2,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
10,1,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
11,3,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
12,1,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
13,1,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
14,2,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
15,1,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
16,3,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
17,1,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
18,2,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
19,2,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
20,0,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
21,1,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
22,1,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
23,3,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
24,4,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
25,4,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
26,4,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
27,1,1,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
28,2,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
29,2,1,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
30,2,1,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
31,2,1,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
32,2,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
33,2,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
34,1,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
35,2,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
36,1,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
37,1,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
38,1,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
39,2,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
40,1,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
41,1,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
42,2,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
43,2,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
44,2,1,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
45,2,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
46,2,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
47,1,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
48,4,1,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
49,4,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
50,2,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
51,2,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
52,1,1,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
53,4,2,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
54,2,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
55,3,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
56,3,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
57,2,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
58,1,3,2014,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2014
59,3,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
60,2,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
61,2,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
62,2,3,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
63,2,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
64,3,0,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
65,2,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
66,1,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
67,3,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
68,2,3,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
69,2,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
70,1,3,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
71,2,1,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
72,2,1,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
73,2,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
74,2,3,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
75,4,3,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
76,4,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
77,2,3,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
78,2,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
79,2,3,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
80,3,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
81,3,1,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
82,2,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
83,3,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
84,4,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
85,3,3,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
86,2,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
87,1,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
88,3,2,2014,NA,"Armstrong Bay","Fished","City of York.Fished",2014
89,2,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
90,2,3,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
91,2,3,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
92,1,3,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
93,1,3,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
94,4,3,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
95,3,1,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
96,0,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
97,3,1,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
98,2,0,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
99,2,1,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
100,1,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
101,4,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
102,3,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
103,3,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
104,1,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
105,4,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
106,2,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
107,2,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
108,1,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
109,4,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
110,2,3,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
111,1,3,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
112,4,1,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
113,1,3,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
114,2,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
115,3,2,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
116,2,3,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
117,2,3,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
118,4,1,2014,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2014
119,2,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
120,1,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
121,3,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
122,2,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
123,1,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
124,3,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
125,3,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
126,1,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
127,3,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
128,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
129,2,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
130,1,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
131,3,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
132,2,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
133,1,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
134,3,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
135,3,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
136,1,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
137,3,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
138,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
139,2,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
140,2,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
141,1,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
142,1,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
143,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
144,2,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
145,0,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
146,1,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
147,4,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
148,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
149,2,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
150,4,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
151,2,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
152,0,4,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
153,3,4,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
154,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
155,2,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
156,2,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
157,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
158,4,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
159,2,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
160,3,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
161,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
162,2,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
163,2,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
164,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
165,4,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
166,2,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
167,3,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
168,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
169,1,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
170,4,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
171,3,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
172,2,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
173,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
174,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
175,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
176,4,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
177,2,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
178,3,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
179,3,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
180,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
181,1,1,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
182,1,3,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
183,4,2,2014,NA,"Parker Point","No-take","Parker Point.No-take",2014
184,2,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
185,2,1,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
186,3,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
187,2,1,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
188,2,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
189,2,3,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
190,4,3,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
191,4,3,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
192,2,3,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
193,3,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
194,2,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
195,2,1,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
196,3,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
197,2,1,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
198,2,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
199,2,3,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
200,4,3,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
201,4,3,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
202,2,3,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
203,3,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
204,3,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
205,3,3,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
206,4,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
207,3,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
208,4,1,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
209,3,3,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
210,4,1,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
211,3,1,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
212,2,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
213,2,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
214,0,4,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
215,3,1,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
216,1,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
217,4,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
218,4,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
219,4,2,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
220,4,1,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
221,2,4,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
222,2,4,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
223,1,4,2014,NA,"Parker Point","Fished","Parker Point.Fished",2014
224,2,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
225,2,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
226,2,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
227,1,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
228,4,2,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
229,2,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
230,3,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
231,1,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
232,2,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
233,2,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
234,1,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
235,4,2,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
236,2,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
237,3,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
238,1,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
239,1,3,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
240,4,2,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
241,3,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
242,2,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
243,2,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
244,1,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
245,1,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
246,4,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
247,2,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
248,3,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
249,1,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
250,1,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
251,1,1,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
252,1,3,2014,NA,"Parker Point","No-take","Salmon Bay.No-take",2014
253,2,1,2014,NA,"Green Island","No-take","Green Island.No-take",2014
254,1,2,2014,NA,"Green Island","No-take","Green Island.No-take",2014
255,2,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
256,2,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
257,2,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
258,2,0,2014,NA,"Green Island","No-take","Green Island.No-take",2014
259,4,0,2014,NA,"Green Island","No-take","Green Island.No-take",2014
260,2,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
261,2,1,2014,NA,"Green Island","No-take","Green Island.No-take",2014
262,2,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
263,3,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
264,3,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
265,2,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
266,3,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
267,2,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
268,3,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
269,2,0,2014,NA,"Green Island","No-take","Green Island.No-take",2014
270,2,0,2014,NA,"Green Island","No-take","Green Island.No-take",2014
271,2,0,2014,NA,"Green Island","No-take","Green Island.No-take",2014
272,2,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
273,2,1,2014,NA,"Green Island","No-take","Green Island.No-take",2014
274,1,2,2014,NA,"Green Island","No-take","Green Island.No-take",2014
275,2,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
276,2,1,2014,NA,"Green Island","No-take","Green Island.No-take",2014
277,4,1,2014,NA,"Green Island","No-take","Green Island.No-take",2014
278,2,3,2014,NA,"Green Island","No-take","Green Island.No-take",2014
279,2,1,2014,NA,"Green Island","No-take","Green Island.No-take",2014
280,2,1,2014,NA,"Green Island","No-take","Green Island.No-take",2014
281,2,1,2014,NA,"Green Island","No-take","Green Island.No-take",2014
282,1,2,2014,NA,"Green Island","No-take","Green Island.No-take",2014
283,3,0,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
284,3,0,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
285,1,1,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
286,2,3,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
287,4,3,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
288,1,3,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
289,3,3,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
290,2,3,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
291,2,3,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
292,3,3,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
293,4,2,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
294,2,2,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
295,3,1,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
296,2,1,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
297,4,0,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
298,2,2,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
299,3,1,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
300,2,2,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
301,4,0,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
302,2,1,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
303,0,1,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
304,4,2,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
305,4,2,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
306,0,1,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
307,2,1,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
308,2,1,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
309,3,2,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
310,2,1,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
311,3,2,2014,NA,"Green Island","No-take","Mary Cove.No-take",2014
312,1,2,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
313,1,2,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
314,2,2,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
315,2,2,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
316,2,2,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
317,3,2,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
318,4,0,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
319,2,2,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
320,2,2,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
321,2,3,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
322,3,1,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
323,2,1,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
324,2,1,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
325,4,1,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
326,2,2,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
327,2,1,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
328,2,1,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
329,2,1,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
330,2,2,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
331,2,2,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
332,2,0,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
333,2,1,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
334,4,3,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
335,4,1,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
336,4,0,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
337,4,1,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
338,4,0,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
339,1,1,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
340,4,1,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
341,2,1,2014,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2014
342,1,2,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
343,2,1,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
344,2,2,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
345,3,2,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
346,3,2,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
347,3,2,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
348,3,3,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
349,1,3,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
350,2,3,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
351,2,3,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
352,1,2,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
353,4,1,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
354,1,0,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
355,1,1,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
356,2,3,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
357,3,0,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
358,4,2,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
359,2,2,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
360,3,1,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
361,3,3,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
362,2,3,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
363,3,3,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
364,3,3,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
365,2,2,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
366,2,2,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
367,2,3,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
368,3,0,2014,NA,"Green Island","Fished","West Salmon.Fished",2014
369,2,1,2014,NA,"Green Island","Fished","Strickland Bay.Fished",2014
370,2,2,2014,NA,"Green Island","Fished","Strickland Bay.Fished",2014
371,2,2,2014,NA,"Green Island","Fished","Strickland Bay.Fished",2014
